,Art Title,Movement,Name
5738,antwerp-the-port,Impressionism,eugene-boudin
5739,composition-with-violin,Synthetic Cubism,juan-gris
5740,the-childhood-of-pantagruel,Romanticism,gustave-dore
5741,sainte-cecile-playing-the-organ,Baroque,jacques-stella
5742,parsonage-garden-in-the-snow-with-three-figures-1885,Realism,vincent-van-gogh
5743,untitled-1965(1),Minimalism,robert-ryman
5744,road-1871,Romanticism,paul-cezanne
5745,coat-of-arms-basler-adelberg-iii-of-bear-rock-lord-arisdorf-1526,Northern Renaissance,hans-baldung
5746,idyllic-landscape,Post Impressionism,maurice-prendergast
5747,dormition-of-the-virgin-1566,Mannerism Late Renaissance,el-greco
5748,the-mystic-marriage-of-st-catherine-1515,High Renaissance,correggio
5749,apple-tree-in-bloom-1953,Realism,pyotr-konchalovsky
5750,two-headed-chicken-1977,Naive Art Primitivism,maria-primachenko
5751,ice-floes-on-siene,Impressionism,claude-monet
5752,on-the-cliff-at-portrieux,Impressionism,berthe-morisot
5753,homage-to-friends-from-montparnasse-1962,Cubism,marevna-(marie-vorobieff)
5754,portrait-of-a-member-of-the-haarlem-civic-guard,Baroque,frans-hals
5755,portrait-of-the-photographer-andrey-denier-1883,Realism,ivan-kramskoy
5756,villa,Impressionism,max-liebermann
5757,still-life-the-blue-vase-1920,Post Impressionism,giorgio-morandi
5758,franklin-park-boston,Impressionism,maurice-prendergast
5759,hanseatic-ships-hansaschiffe-1919,Expressionism,lyonel-feininger
5760,under-the-portico-1900,Post Impressionism,edouard-vuillard
5761,the-cut-pig,Baroque,isaac-van-ostade
5762,old-blind-woman,Expressionism,paula-modersohn-becker
5763,girl-with-doll,Expressionism,carlos-saenz-de-tejada
5764,moti-masjid-pearl-mosque-agra-1876,Realism,vasily-vereshchagin
5765,reclining-nude-1917,Expressionism,amedeo-modigliani
5766,young-lady-with-blue-fur-coat-1887,Realism,vasily-surikov
5767,untitled-farbraumk-rper-1978,Color Field Painting,gotthard-graubner
5768,the-grand-duchesse-anna-feodorovna-1796,Rococo,louise-elisabeth-vigee-le-brun
5769,lieutenant-colonel-thomas-lloyd-1751-1828-colonel-of-the-leeds-volunteers-1801,Rococo,john-russell
5770,snow-at-argenteuil,Impressionism,claude-monet
5771,aeb,Minimalism,alighiero-boetti
5772,portrait-of-louis-alexander-fagan-1893,Realism,john-singer-sargent
5773,totnes-in-the-river-dart,Romanticism,william-turner
5774,by-volga-1906,Symbolism,mikhail-nesterov
5775,love-me-love-me-lady-with-red-hair-1975,Fauvism,walasse-ting
5776,follow-me-satan,Impressionism,ilya-repin
5777,portrait-of-a-lady,Mannerism Late Renaissance,paolo-veronese
5778,by-the-eure-river-mist-effect-1905,Post Impressionism,gustave-loiseau
5779,poppies-roses-cornflowers-and-other-flowers-in-a-glass-vase-1939,Post Impressionism,ilya-mashkov
5780,east-of-the-sun-and-west-of-the-moon-1914-1,Art Nouveau Modern,kay-nielsen
5781,bouquet-of-flowers-1880,Realism,vasily-polenov
5782,entrance-to-the-adelphi-wharf,Romanticism,theodore-gericault
5783,the-composer-1935,Expressionism,ossip-zadkine
5784,a-weather-beaten-pine-tree-1889(1),Post Impressionism,vincent-van-gogh
5785,madame-henriot,Impressionism,pierre-auguste-renoir
5786,actor-as-nikki-danjo-1857,Ukiyo e,utagawa-kunisada
5787,procession-of-the-magus-caspar-detail-1461-7,Early Renaissance,benozzo-gozzoli
5788,poppies,Expressionism,richard-diebenkorn
5789,job-and-his-false-comforters,Northern Renaissance,jean-fouquet
5790,tribute-to-the-mexican-revolution,Expressionism,arturo-souto
5791,curiosity,Baroque,gerard-terborch
5792,vitrage-at-chichester-cathedral-david-psalm-150-1978,Naive Art Primitivism,marc-chagall
5793,alexander-ii-of-russia,Romanticism,konstantin-makovsky
5794,portrait-of-a-woman-1905,Naive Art Primitivism,henri-rousseau
5795,noli-me-tangere-1442,Early Renaissance,fra-angelico
5796,birth-of-the-virgin-1629,Baroque,francisco-de-zurbaran
5797,jaroslava-and-jiri-the-artist-s-children-1919,Romanticism,alphonse-mucha
5798,woman-with-blue-hat-1912,Post Impressionism,kees-van-dongen
5799,self-portrait-with-the-muses,Symbolism,jacek-malczewski
5800,fish-wine-and-fruit-1916,Impressionism,konstantin-korovin
5801,the-ghosts-of-togo-and-his-wife,Ukiyo e,utagawa-kuniyoshi
5802,water-sprites-1908,Art Nouveau Modern,egon-schiele
5803,still-life-1,Baroque,frans-snyders
5804,st-george-slaying-the-dragon,Baroque,peter-paul-rubens
5805,the-interior-of-a-peasant-s-cottage,Baroque,adriaen-van-ostade
5806,portrait-of-nadezhda-mikhailovna-kroshkin-1923,Expressionism,zinaida-serebriakova
5807,portrait-of-mrs-w-h-bowden-1906,Realism,thomas-eakins
5808,temptation-1891,Realism,ilya-repin
5809,himalayas-1937,Symbolism,nicholas-roerich
5810,tzar-mikhail-fedorovich-holding-council-with-the-boyars-in-his-royal-chamber,Romanticism,andrei-ryabushkin
5811,saint-andrew-and-saint-thomas(1),Baroque,gian-lorenzo-bernini
5812,pasiphae-and-the-bul-1880,Symbolism,gustave-moreau
5813,laundry-girls-ironing-1884-1,Impressionism,edgar-degas
5814,cligancourt-street-1,Post Impressionism,gustave-loiseau
5815,self-recognition-1906(1),Art Nouveau Modern,carl-larsson
5816,snow-flurries-north-shore-of-lake-superior,Art Nouveau Modern,franklin-carmichael
5817,snow,Realism,m.c.-escher
5818,spatial-relief-red-rel-036-1959,Minimalism,helio-oiticica
5819,andy-mouse-1986(1),Pop Art,keith-haring
5820,a-rooster-1938-1,Naive Art Primitivism,pablo-picasso
5821,nude-woman,Expressionism,rafael-zabaleta
5822,st-lawrence-distributing-the-riches-of-the-church,Baroque,bernardo-strozzi
5823,sea-and-rocks-appledore-isles-of-shoals,Impressionism,childe-hassam
5824,the-temptation-of-st-anthony-1516-2,Northern Renaissance,hieronymus-bosch
5825,garden-in-the-west-end-of-berlin-1925,Post Impressionism,lovis-corinth
5826,self-portrait-1905,Impressionism,franz-marc
5827,sinking-the-turkish-steamer-intibach-by-boats-of-ship-grand-duke-constantine-in-the-batumi-raid-1880,Romanticism,lev-lagorio
5828,countess-wilhelmine-von-brandenburg-bayreuth,Rococo,antoine-pesne
5829,fall-scene,Post Impressionism,abraham-manievich
5830,saint-cosmas-and-saint-damian-crucifixed-and-stoned-1440,Early Renaissance,fra-angelico
5831,in-the-banner-valley,Impressionism,charles-reiffel
5832,on-the-tramp-1962,Naive Art Primitivism,marc-chagall
5833,little-east-1904,Symbolism,henri-fantin-latour
5834,rocks-karelia-1917,Symbolism,nicholas-roerich
5835,still-life-lilacs-in-the-window-1940,Realism,pyotr-konchalovsky
5836,road-with-pollard-willows-and-man-with-broom-1881,Realism,vincent-van-gogh
5837,interior-with-children,Baroque,isaac-van-ostade
5838,female-nude,Mannerism Late Renaissance,jacopo-pontormo
5839,street-in-munich-1901,Symbolism,mstislav-dobuzhinsky
5840,attack,Art Nouveau Modern,raphael-kirchner
5841,mother-and-two-infants,Realism,jean-francois-millet
5842,green-ring-1970,Abstract Expressionism,sam-francis
5843,don-quixote-19,Romanticism,gustave-dore
5844,jug-candle-and-enamel-pan-1945,Cubism,pablo-picasso
5845,st-sebastian-at-the-tree-1501,Northern Renaissance,albrecht-durer
5846,doctor-gachet-sitting-at-a-table-with-books-and-a-glass-with-sprigs-of-foxglove-1890(1),Post Impressionism,vincent-van-gogh
5847,spring-on-the-riviera,Impressionism,guy-rose
5848,cavali-docili-resi-noncuranti-1977,Pop Art,gianfranco-baruchello
5849,portrait-6(3),Expressionism,george-bouzianis
5850,portrait-of-sergey-vitte-1903,Realism,ilya-repin
5851,dipicting-the-characters-from-the-chushingura-1,Ukiyo e,utagawa-kuniyoshi
5852,calf-cows-at-the-marl,Realism,constant-troyon
5853,view-in-the-san-gabriel-mountains,Impressionism,guy-rose
5854,the-two-sisters-portrait,Realism,james-tissot
5855,kew-the-path-to-the-main-conservatory,Pointillism,camille-pissarro
5856,saskia-as-st-catherine,Baroque,rembrandt
5857,hundswiese-farmhouse,Impressionism,adolf-hitler
5858,paramount,Pop Art,andy-warhol
5859,idol-2,Realism,vincent-van-gogh
5860,seascape-koktebel-1889,Romanticism,ivan-aivazovsky
5861,iseppo-and-adriano-da-porto-1552,Mannerism Late Renaissance,paolo-veronese
5862,os-retirantes-1944,Expressionism,candido-portinari
5863,loing-at-moret-in-the-rain-1888,Impressionism,alfred-sisley
5864,barn-1900,Impressionism,konstantin-korovin
5865,not-detected-282438,Symbolism,felicien-rops
5866,the-forging,Baroque,le-nain-brothers
5867,the-triptych-of-willem-moreel-middle-panel-saint-christopher-with-saint-maurus-of-glanfeuil-and-1484,Northern Renaissance,hans-memling
5868,standing-bull-1957,Abstract Expressionism,elaine-de-kooning
5869,early-spring-birches-1948,Realism,pyotr-konchalovsky
5870,meu-corpo-rvore-2001,Minimalism,alberto-carneiro
5871,nchinarea-p-storilor-cu-motivele-satului-rom-nesc-1903,Impressionism,nicolae-vermont
5872,still-life-with-skull,Post Impressionism,arshile-gorky
5873,minoa-1962,Color Field Painting,paul-feeley
5874,in-the-studio-braz-france-1906,Impressionism,zinaida-serebriakova
5875,celebration-of-the-general-peace-of-1814-in-east-bergholt-1814,Romanticism,john-constable
5876,pyrographie,Minimalism,henk-peeters
5877,slope,Realism,ivan-shishkin
5878,diptych-of-the-fall-of-man-and-the-redemption-lamentation-of-christ,Northern Renaissance,hugo-van-der-goes
5879,honfleur-1950,Impressionism,burhan-dogancay
5880,portrait-of-monsieur-and-madame-auguste-manet-1860,Realism,edouard-manet
5881,flowers-in-a-grey-jar-1908,Cubism,pablo-picasso
5882,mother-and-child-1889,Impressionism,mary-cassatt
5883,head-of-a-peasant-woman-with-dark-cap-1885-6(1),Realism,vincent-van-gogh
5884,a-view-of-mount-etna-and-a-nearby-town,Romanticism,joseph-wright
5885,graf-zeppelin-1969,Color Field Painting,gene-davis
5886,arrival-of-a-school-mistress-in-the-countryside-1897,Realism,vladimir-makovsky
5887,abstrait-1968,Abstract Expressionism,raoul-ubac
5888,flowers-at-vetheuil,Impressionism,claude-monet
5889,ydra,Expressionism,george-mavroides
5890,gardanne-horizontal-view,Post Impressionism,paul-cezanne
5891,view-of-sudak-s-environs,Realism,konstantin-bogaevsky
5892,the-pont-boieldieu-rouen-damp-weather-1896,Impressionism,camille-pissarro
5893,still-life-with-dead-turkey,Expressionism,jose-gutierrez-solana
5894,cigarettes-of-the-world-1900-3,Art Nouveau Modern,raphael-kirchner
5895,salome-1897,Art Nouveau Modern,alphonse-mucha
5896,forest-with-a-seated-figure,Realism,ivan-shishkin
5897,composition-1963,Abstract Expressionism,milton-resnick
5898,street-in-venice-1882,Impressionism,john-singer-sargent
5899,putting-a-propagandist-under-arrest-1892,Realism,ilya-repin
5900,landscape-from-italy,Romanticism,gheorghe-tattarescu
5901,portrait-of-mother-1894,Realism,vasily-surikov
5902,legend-saint-mary-of-egypt-death-in-the-desert,Expressionism,emil-nolde
5903,saint-anthony-of-padua-and-st-bernardine-of-siena-presenting-the-monogram-of-christ,High Renaissance,andrea-mantegna
5904,african-boy-1907,Post Impressionism,kuzma-petrov-vodkin
5905,morro-da-favela-1945,Naive Art Primitivism,tarsila-do-amaral
5906,egypt-receives-the-light,Art Nouveau Modern,wilhelm-kotarbinski
5907,bottle,Synthetic Cubism,juan-gris
5908,portrait-of-a-bacha-1867,Realism,vasily-vereshchagin
5909,grape-harvest-celebration(1),Romanticism,karl-bryullov
5910,the-young-waltonians,Romanticism,john-constable
5911,grand-canal-view-from-north-1738,Rococo,bernardo-bellotto
5912,elves-1903,Art Nouveau Modern,raphael-kirchner
5913,portrait-of-monsieur-tillet,Realism,edouard-manet
5914,portrait-of-the-painter-alexey-savrasov,Realism,vasily-perov
5915,portrait-of-russian-opera-singer-nikolay-figner,Romanticism,konstantin-makovsky
5916,tennis-1933,Cubism,willi-baumeister
5917,oper-rios-1933,Naive Art Primitivism,tarsila-do-amaral
5918,girl-from-arles-1908-1,Post Impressionism,pyotr-konchalovsky
5919,black-on-maroon-4,Color Field Painting,mark-rothko
5920,crusaders-surrounded-by-saladin-s-army-1877,Romanticism,gustave-dore
5921,st-catherine-of-alexandria-1508,High Renaissance,raphael
5922,still-life-with-fan-1922,Post Impressionism,ilya-mashkov
5923,still-life-with-decanter-and-lemons-on-a-plate-1887,Post Impressionism,vincent-van-gogh
5924,untitled-1969(1),Minimalism,dan-flavin
5925,still-life,Realism,salvador-dali
5926,snow-maiden-1921,Art Nouveau Modern,nicholas-roerich
5927,sculpture-drawing-sf64-571-1964,Color Field Painting,sam-francis
5928,madonna-and-child(1),Early Renaissance,sandro-botticelli
5929,the-letter-1900,Impressionism,pierre-auguste-renoir
5930,abstraction-1963,Abstract Expressionism,milton-resnick
5931,still-life-with-bread-and-eggs-1865,Romanticism,paul-cezanne
5932,chicken-wire-1963,Minimalism,alex-hay
5933,the-temptation-of-st-anthony-1516-6,Northern Renaissance,hieronymus-bosch
5934,railway-in-dresden-1909,Expressionism,ernst-ludwig-kirchner
5935,madonna-and-child-wreathed-with-flowers-1618,Baroque,jacob-jordaens
5936,coca-cola-bottle-1996,Pop Art,howard-finster
5937,children-with-the-lamp,Expressionism,jose-gutierrez-solana
5938,self-portrait-1643,Baroque,diego-velazquez
5939,the-holy-family-with-st-anne,Baroque,peter-paul-rubens
5940,sketch-of-mrs-currey-sketch-of-mr-cassatt-1871,Realism,mary-cassatt
5941,don-quixote-142,Romanticism,gustave-dore
5942,italian-peasant-girls-1834,Romanticism,orest-kiprensky
5943,amanohashidate-peninsula-in-tango-province,Ukiyo e,hiroshige
5944,islands-at-port-villez-1897,Impressionism,claude-monet
5945,marin-and-student-1907,Post Impressionism,pablo-picasso
5946,electric-colour-picture-2002,Minimalism,david-batchelor
5947,bloody-run,Impressionism,john-henry-twachtman
5948,drawing-of-edwin-austin-abbey,Realism,john-singer-sargent
5949,standing-figure-1927,Cubism,kazimir-malevich
5950,still-life-with-basket-of-apples-1887,Post Impressionism,vincent-van-gogh
5951,the-scout-friends-or-foes-1905,Impressionism,frederic-remington
5952,don-quixote-61,Romanticism,gustave-dore
5953,the-harbor-1906,Fauvism,georges-braque
5954,bouquet-of-flowers-1932,Realism,pyotr-konchalovsky
5955,self-portrait-with-pipe-and-glass-1887,Post Impressionism,vincent-van-gogh
5956,mandolina-and-flowers-1883,Impressionism,paul-gauguin
5957,portrait-of-jeronimo-de-cevallos-1613,Mannerism Late Renaissance,el-greco
5958,dark-haired-youth-seated-with-a-topcoat-1936,Expressionism,yiannis-tsaroychis
5959,recumbent-draped-figure,Realism,john-singer-sargent
5960,untitled-1959,Abstract Expressionism,milton-resnick
5961,from-the-wedding-of-tsar-mikhail-fedorovich,Romanticism,fyodor-solntsev
5962,st-mark-rescuing-a-saracen-from-shipwreck-1566,Mannerism Late Renaissance,tintoretto
5963,female-portrait-10,Romanticism,konstantin-makovsky
5964,shipwreck-1854,Romanticism,ivan-aivazovsky
5965,pink-palace-ibis-in-the-vesinet-1910,Impressionism,giovanni-boldini
5966,party-in-paris-1947,Expressionism,max-beckmann
5967,ram-1,Naive Art Primitivism,niko-pirosmani
5968,at-the-seashore,Realism,isaac-levitan
5969,peacock,Post Impressionism,viorel-marginean
5970,untitled-1960,Abstract Expressionism,arthur-pinajian
5971,welsh-bridge-at-shrewsbury,Romanticism,william-turner
5972,road-to-versailles-1910,Post Impressionism,gustave-loiseau
5973,drawing-for-the-pair-oared-shell-1872,Realism,thomas-eakins
5974,house-on-the-point,Expressionism,george-luks
5975,harlequin-at-table-1918,Synthetic Cubism,juan-gris
5976,man-and-woman-1926,Cubism,janos-mattis-teutsch
5977,sketchbook,Realism,vincent-van-gogh
5978,panel-7-cupid-carrying-psyche-up-to-heaven(1),Symbolism,maurice-denis
5979,a-nest-in-the-branches,Expressionism,toyen
5980,landscape-at-pontgibaud-1895,Impressionism,armand-guillaumin
5981,portrait-of-maximilian-voloshin-1924,Art Nouveau Modern,boris-kustodiev
5982,louise-harduin-in-mourning-1831,Romanticism,camille-corot
5983,portrait-of-the-singer-alexandra-molas-1883,Realism,ilya-repin
5984,head-of-a-young-woman-1893,Impressionism,pierre-auguste-renoir
5985,after-the-rain-cape-town,Impressionism,gregoire-boonzaier
5986,stigmatisation-of-st-francis,Mannerism Late Renaissance,el-greco
5987,tomis,Impressionism,micaela-eleutheriade
5988,the-magdalen-with-pearls-in-her-hair-1919,Expressionism,lovis-corinth
5989,arable-1917,Realism,boris-kustodiev
5990,kilroy-was-here,Abstract Expressionism,robert-goodnough
5991,st-onufrij-instruct-monk,Baroque,peter-paul-rubens
5992,the-seine-near-giverny,Impressionism,claude-monet
5993,checker-players-1943,Expressionism,milton-avery
5994,fisherman-on-river-with-ducks,Realism,charles-francois-daubigny
5995,don-quixote-34,Romanticism,gustave-dore
5996,the-white-collar,Impressionism,federico-zandomeneghi
5997,the-deer-wedding-1959,Naive Art Primitivism,ivan-generalic
5998,husband-and-wife-1523,High Renaissance,lorenzo-lotto
5999,peasant-woman-pitching-wheat-or-hay-1885-1,Realism,vincent-van-gogh
6000,low-tide-at-pourville-misty-weather,Impressionism,claude-monet
6001,white-and-brown-1972,Abstract Expressionism,kenzo-okada
6002,self-portrait-1940,Expressionism,balthus
6003,advertisement-of-the-new-bavaria-beer-1903(1),Art Nouveau Modern,ivan-bilibin
6004,the-autumn-bacchus-and-ariadne-1863(1),Romanticism,eugene-delacroix
6005,seascape-2,Romanticism,ivan-aivazovsky
6006,illustration-to-book-of-job-1,Symbolism,william-blake
6007,stories-of-st-barbara-1524,High Renaissance,lorenzo-lotto
6008,raw-wood-2003,Minimalism,alex-hay
6009,sheepfold-in-the-tirol-1915,Realism,john-singer-sargent
6010,nu-feminino,Romanticism,eliseu-visconti
6011,lady-with-umbrella-1935,Expressionism,george-bouzianis
6012,the-east-headland-appledore-isles-of-shoals,Impressionism,childe-hassam
6013,portrait-of-a-girl-victoria-1917,Expressionism,amedeo-modigliani
6014,bridge-in-london(1),Art Nouveau Modern,mstislav-dobuzhinsky
6015,rose-flowered-arches-at-giverny,Impressionism,claude-monet
6016,pomlad-1903,Impressionism,ivan-grohar
6017,portrait-of-a-gentleman-of-florence,Mannerism Late Renaissance,giorgio-vasari
6018,lacemakers-venice,Impressionism,maurice-prendergast
6019,flamboyant-in-the-village,Impressionism,basuki-abdullah
6020,puy-de-dome,Realism,jean-francois-millet
6021,main-gauche-lev-e-no-2-1942,Cubism,julio-gonzalez
6022,roses-in-a-stemmed-glass-1890,Realism,henri-fantin-latour
6023,study-puff-adder,Symbolism,gustave-moreau
6024,mother-presle-montfoucault-1874,Impressionism,camille-pissarro
6025,st-phane-mallarm,Art Nouveau Modern,felix-vallotton
6026,deposition-1634,Baroque,anthony-van-dyck
6027,self-portrait-with-shaded-eyes-1634,Baroque,rembrandt
6028,trinity-sunday-village-kolomna,Realism,vasily-vereshchagin
6029,grand-prix-day-also-known-as-le-jour-de-grand-prix,Impressionism,childe-hassam
6030,the-castle-in-antibes,Impressionism,claude-monet
6031,orchard-1909,Impressionism,zinaida-serebriakova
